Sukunimi;Yhteensä
Hatakka;523
Juselius;522
Metsäranta;522
Mylläri;522
Granroth;521
Körkkö;521
Selenius;521
Tanttu;521
Kiviaho;520
Wickström;520
Mörsky;519
Patrikainen;519
Hannila;518
Lukkarila;518
Ojalehto;518
Siirilä;518
Alander;517
Rehn;517
Svahn;517
Vettenranta;517
Laurell;516
Puikkonen;516
Soukka;516
Välitalo;516
Lehmus;515
Saaranen;515
Sahlberg;514
Hjelt;513
Laari;513
Paukku;513
Hiljanen;512
Palmroos;512
Åman;512
Kokkola;511
Perkkiö;511
Pirnes;511
Viik;511
Alm;510
Pham;510
Siivola;510
Lemmetty;509
Lönnberg;509
Pöysti;509
Raudaskoski;509
Rönn;509
Sandholm;509
Carlsson;507
Lyyra;507
Niinikoski;507
Pekkinen;507
Somero;507
Koivikko;506
Silvola;506
Säteri;506
Terävä;506
Heikka;505
Hoffren;505
Lamminpää;505
Maukonen;505
Nuotio;505
Vierikko;505
Lesonen;504
Niska;504
Sarin;504
Sinkko;504
Keisala;503
Pölkki;503
Havia;502
Vilen;502
Auranen;501
Niemenmaa;501
Strand;501
Grundström;500
Vallius;500
Hagelberg;499
Kalliola;499
Mänty;499
Lindroth;498
Lohilahti;498
Jarva;496
Linden;496
Pyy;496
Arminen;495
Iivanainen;495
Janhonen;495
Kivijärvi;495
Viitasalo;495
Koukkari;494
Murtonen;494
Bruun;493
Kuru;493
Palin;493
Rönnqvist;493
Klasila;492
Kullberg;492
Isokääntä;491
Pajarinen;491
Stenvall;491
Arvonen;490
Valkeinen;490
Aromaa;489
Kontiainen;489
Maunu;489
Meronen;489
Soronen;489
Örn;489
Hilden;488
Junno;488
Lindvall;488
Granberg;487
Kotila;487
Vuorisalo;487
Kytömäki;486
Raassina;486
Ranki;486
Österholm;486
Wahlroos;485
Lundgren;484
Savikko;484
Aura;483
Kuukka;483
Louhelainen;483
Saarimäki;483
Siitari;483
Ahlberg;482
Hurri;482
Lavonen;482
Pirttimäki;482
Hörkkö;481
Kurttila;481
Lahikainen;481
Matikka;481
Hannus;480
Kallonen;480
Krook;480
Lehtovirta;480
Pulkkanen;480
Puskala;480
Savinainen;480
Valve;480
Kotajärvi;479
Kurppa;479
Rikkonen;479
Haglund;478
Ikäheimonen;478
Vilhunen;478
Arffman;477
Kellokoski;477
Mannermaa;477
Mohamud;477
Haapa-aho;476
Piira;476
Henttinen;475
Oikarainen;475
Omar;475
Paakkinen;475
Harjunen;474
Jakonen;474
Kaksonen;474
Kyrö;474
Pykäläinen;474
Huikuri;473
Salakka;473
Kiviluoma;472
Rintanen;472
Savonen;472
Airola;471
Mäkäräinen;471
Nevanperä;471
Venho;471
Silvonen;470
Turja;470
Forssell;469
Masalin;469
Sieppi;469
Björkskog;468
Haapsaari;468
Isola;468
Kajava;468
Rahko;468
Fors;467
Kylmälä;467
Marjamaa;467
Orpana;467
Susi;467
Siirtola;466
Syri;466
Tolppanen;466
Ihamäki;465
Osman;465
Valonen;465
Hytti;464
Juslin;464
Koivusaari;464
Lehtikangas;464
Löytynoja;464
Westerberg;464
Polvinen;463
Ranne;463
Tuikka;463
Yrjänä;463
Ainasoja;462
Lätti;462
Tukia;462
Koskiniemi;461
Mahlamäki;461
Salenius;461
Taipalus;461
Iltanen;460
Karjula;460
Aitto-oja;459
Hoffrén;459
Ignatius;459
Kaunismäki;459
Kuismin;459
Lainio;459
Levo;459
Ahlskog;458
Hilli;458
Lundén;458
Ruokamo;458
Siipola;458
Veteläinen;458
Ahti;457
Haaparanta;457
Järviö;457
Komu;456
Löfgren;456
Rauma;456
Hietalahti;455
Kuukasjärvi;455
Lappeteläinen;455
Petäjäjärvi;455
Castrén;454
Danielsson;454
Isokoski;454
Kohtala;454
Liski;454
Pelli;454
Kouhia;453
Veijola;453
Möller;452
Udd;452
Vepsä;452
Vuokila;452
Kokkinen;451
Purmonen;451
Slotte;451
Starck;451
Wessman;451
Olander;450
Ritala;450
Nikunen;449
Kerola;448
Lahtonen;448
Lamminaho;448
Lehtelä;448
Miinalainen;448
Myllymaa;448
Nordling;448
Sohlman;448
Holmqvist;447
Mujunen;447
Pohja;447
Tepponen;447
Haimi;446
Hägg;446
Kiiskilä;446
Ruuth;446
Suikki;446
Väkeväinen;446
Hätönen;445
Kallionpää;445
Lönnroth;445
Mustalahti;445
Temonen;445
Uosukainen;445
Winberg;444
Jama;442
Mettovaara;442
Vallin;442
Viinanen;442
Jämsén;441
Kirjonen;441
Kultanen;441
Palander;441
Vesanto;441
Hannukainen;440
Lukka;440
Ruohola;440
Sahlman;440
Siiskonen;440
Simolin;440
Sorvisto;440
Honkasalo;439
Kaarlela;439
Smith;439
Schwartz;438
Göös;437
Haikola;437
Hietakangas;436
Kariniemi;436
Kokkoniemi;436
Koskimies;436
Vastamäki;436
Kotamäki;435
Meskanen;435
Tapper;435
Hasu;434
Reini;434
Heiskari;433
Hotakainen;433
Leponiemi;433
Salokangas;433
Sjöman;433
Tihinen;433
Kortesalmi;432
Peurala;432
Tallberg;432
Kelloniemi;430
Laulainen;430
Pokela;430
Enlund;429
Jukarainen;429
Jurmu;429
Juusela;429
Volanen;429
Helén;428
Kahelin;428
Kivekäs;428
Piri;428
Sokka;428
Sundelin;428
Tienhaara;428
Kalenius;427
Raittila;427
Tammilehto;427
Tuominiemi;427
Järvelin;426
Lakso;426
Siljander;426
Vuoti;426
Heinämäki;425
Malila;425
Kämppi;424
Luhtanen;424
Löfman;424
Stenfors;424
Ålander;424
Hyytiä;423
Ikäläinen;423
Juujärvi;423
Mäensivu;423
Rantasalo;423
Relander;423
Rytilahti;423
Saavalainen;423
Iivari;422
Liljeström;422
Ritari;422
Ruohomäki;422
Halkola;421
Kiili;421
Miikkulainen;421
Panula;421
Vaahtera;421
Wilén;421
Jokisalo;420
Jumppanen;419
Kammonen;419
Silén;418
Tyynelä;418
Airas;417
Korteniemi;417
Pihlava;417
Raittinen;417
Tahkola;417
Tyyskä;417
Marjakangas;416
Varila;416
Vimpari;416
Vänttilä;415
Haikarainen;414
Perätalo;414
Vidgren;414
Virkkula;414
Jokiaho;413
Juhala;413
Kiukas;412
Koivumaa;412
Kosola;412
Luoma-aho;412
Hartman;411
Leppäkoski;411
Tanhuanpää;410
Grahn;409
Karinen;409
Saha;409
Tallqvist;409
Vilander;409
Hautakoski;408
Lautala;408
Palmgren;408
Pitkäranta;408
Alakoski;407
Teräs;407
Väkiparta;407
Hammar;406
Rasimus;406
Ratinen;406
Sirola;406
Ahlström;405
Sikanen;405
Wahlberg;405
Dufva;404
Kestilä;404
Kytö;404
Saine;404
Sivén;404
Törnroos;404
Kykkänen;403
Moberg;403
Mäyrä;403
Packalén;403
Silfver;403
Timlin;403
Haapoja;402
Jolkkonen;402
Stenholm;402
Toivio;402
Väinölä;402
Hägglund;401
Vähä;401
Åkerman;401
Astikainen;400
Kenttälä;400
Teikari;400
Villman;400
Ahmadi;399
Kittilä;399
Mertala;399
Sulin;399
Engman;398
Kuhmonen;398
Kuismanen;398
Sutela;398
Holmi;397
Holmlund;397
Joutsen;397
Kattilakoski;397
Pasma;397
Stark;397
Vilkki;397
Harmaala;396
Huupponen;396
Kuivanen;396
Lehtisalo;396
Mursu;396
Fält;395
Lindman;395
Pinola;395
Jänkälä;394
Lammela;393
Mutka;393
Skogberg;393
Kangasmäki;392
Laihonen;392
Luokkala;392
Pallari;392
Pietarila;392
Pirkola;392
Söderberg;392
Jurvelin;391
Majaniemi;391
Rusi;391
Sinervo;391
Vaattovaara;391
Enroth;390
Grönstrand;390
Somppi;390
Kumpumäki;389
Liikkanen;389
Orre;389
Raiskio;389
Autere;388
Halmela;388
Jämsen;388
Kreivi;388
Kuorikoski;388
Luiro;388
Puurtinen;388
Vattulainen;388
Willberg;388
Hihnala;387
Raninen;387
Koiranen;386
Luukko;386
Talonen;386
Ilkka;385
Impiö;385
Kotanen;385
Lustig;385
Suontausta;385
Timperi;385
Vakkuri;385
Vähämaa;385
Alakärppä;384
Collin;384
Dahlberg;384
Haikara;384
Hovila;384
Iivarinen;384
Kaipiainen;384
Kivikoski;384
Meriluoto;384
Pettinen;384
Welling;384
Hintsanen;383
Inkilä;383
Pessi;383
Sarén;383
Svärd;383
Alaluusua;382
Bergholm;382
Haajanen;382
Flinkman;381
Hannikainen;381
Kaarre;381
Laakko;381
Lehmonen;381
Närvänen;380
Ravantti;380
Koivuluoma;379
Kääriä;379
Puolitaival;379
Ursin;379
Verho;379
Äijö;379
Alamäki;378
Brander;378
Jortikka;378
Muranen;378
Sistonen;378
Koskenniemi;377
Lehtosaari;377
Limnell;377
Rasmus;377
Sariola;377
Sorvoja;377
Vuorenpää;377
Hätinen;376
Kaisto;376
Kousa;376
Lantta;376
Palenius;376
Fabritius;375
Ratia;375
Veikkolainen;375
Glad;374
Koskimaa;374
Laukkarinen;374
Palovaara;374
Välilä;374
Hansen;373
Pohjanen;373
Saloniemi;373
Tourunen;373
Hietaharju;372
Knuuti;372
Peteri;372
Säilä;372
Hansson;371
Mällinen;371
Ruonala;371
Svensson;371
Jormakka;370
Pousi;370
Vilppola;370
Hernesniemi;369
Jaara;369
Kaukinen;369
Kyröläinen;369
Lemmetyinen;369
Pirttijärvi;369
Rahunen;369
Vitikka;369
Vähäsarja;369
Korjus;368
Korolainen;368
Kouvalainen;368
Tommola;368
Urpilainen;368
Kraft;367
Stenbäck;367
Typpö;367
Veikkola;367
Farah;366
Hirvikoski;366
Kuokka;366
Syrjäläinen;366
Tiikkainen;366
Käppi;365
Lyly;365
Moisanen;365
Olenius;365
Sarja;365
Vääräniemi;365
Wilenius;365
Kylänpää;364
Lattu;364
Partinen;364
Raussi;364
Toivainen;364
Torppa;364
Winqvist;364
Kotro;363
Toppari;363
Vehmanen;363
Bärlund;362
Merivirta;362
Naakka;362
Oravainen;362
Himanka;361
Riikola;361
Risku;361
Rousu;361
Myllyoja;360
Salmijärvi;360
From;359
Kyyhkynen;359
Levonen;359
Mero;359
Vasama;359
Asunmaa;358
Hanhisuanto;358
Junkkari;358
Patronen;358
Pirttimaa;358
Kehusmaa;357
Liuska;357
Lumijärvi;357
Löf;357
Pulkka;357
Puonti;357
Strengell;357
Cederberg;356
Kangasluoma;356
Laukkonen;356
Nikkari;356
Olkinuora;356
Pihl;356
Salokannel;356
Verronen;356
Dahlgren;355
Kovero;355
Monto;355
Pokkinen;355
Sillman;355
Uronen;355
Horttanainen;354
Hurtig;354
Riutta;354
Rostedt;354
Ämmälä;354
Frilander;352
Pihlainen;352
Röntynen;352
Vienonen;352
Kamunen;351
Pirkkalainen;351
Tuomivaara;351
Varjo;351
Fellman;350
Hattunen;350
Häikiö;350
Kaukoranta;350
Partala;350
Lemström;349
Majamäki;349
Mustaniemi;349
Purho;349
Pylkkönen;349
Grönvall;348
Kälkäjä;348
Maksimainen;348
Molander;348
Niemi-Korpi;348
Nuora;348
Saukkoriipi;348
Puoskari;347
Toppila;347
Aittola;346
Hast;346
Mickelsson;346
Myllyaho;346
Outinen;346
Paloheimo;346
Pantsar;346
Partti;346
Pekkonen;346
Södergård;346
Argillander;345
Kempas;345
Maja;345
Sjöroos;345
Ylijoki;345
Kaija;344
Sikiö;344
Valjus;344
Haapalahti;343
Hauhia;343
Hurmerinta;343
Liikala;343
Lähdemäki;343
Mellin;343
Ketolainen;342
Koskenkorva;342
Mälkiä;342
Pienimäki;342
Rahikka;342
Tanska;342
Tiirikainen;342
Wahlman;342
Alitalo;341
Hartonen;341
Komppa;341
Kuusniemi;341
Åhman;341
Aholainen;340
Ahtonen;340
Bäcklund;340
Hopia;340
Häkkänen;340
Perttilä;340
Ahvonen;339
Einola;339
Hahl;339
Ismail;339
Laasanen;339
Leppäaho;339
Nikki;339
Oksala;339
Rosti;339
Sipinen;339
Vienola;339
Lääperi;338
Mahamed;338
Rekilä;338
Saariniemi;338
Tontti;338
Eklöf;337
Grön;337
Hietamies;337
Jaako;337
Lallukka;337
Pulkki;337
Syväjärvi;337
Flinck;336
Himberg;336
Huurinainen;336
Kilpiö;336
Kunelius;336
Ellonen;335
Kähönen;335
Myllärinen;335
Oranen;335
Rekonen;335
Kaukola;334
Manni;334
Persson;334
Pirttilä;334
Renvall;334
Tiikkaja;334
Ahlstedt;333
Fager;333
Jääskö;333
Kasanen;333
Mäntymäki;333
Nummila;333
Pekki;333
Rakkolainen;333
Yletyinen;333
Ahmad;332
Hakanpää;332
Huikko;332
Kultalahti;332
Säisä;332
Tiilikka;332
Klemets;331
Koivukoski;331
Liljeqvist;331
Mauno;331
Parhiala;331
Vahala;331
Vesterlund;331
Byman;330
Karell;330
Lehkonen;330
Dahlman;329
Hokka;329
Kaarela;329
Kerminen;329
Niinistö;329
Perttu;329
Pihlström;329
Hauta-aho;328
Riihinen;328
Ryyppö;328
Suihko;328
Tabell;328
Tani;328
Kukkula;327
Mättö;327
Sankala;327
Selkälä;327
Tomperi;327
Andersin;326
Elovaara;326
Fröberg;326
Isomaa;326
Mäntysaari;326
Varjus;326
Kellokumpu;325
Koutonen;325
Linnala;325
Palomaa;325
Saunamäki;325
Tupala;325
Vanne;325
Högström;324
Kemiläinen;324
Kotala;324
Luukka;324
Mohammed;324
Ollanketo;324
Piilonen;324
Pukki;324
Rönnholm;324
Tampio;324
Ågren;324
Ekberg;323
Frisk;323
Hellstén;323
Hoikka;323
Levola;323
Näsi;323
Pippuri;323
Riski;323
Harri;322
Käki;322
Paljakka;322
Tähti;322
Elfving;321
Korkiamäki;321
Kuntsi;321
Lähdekorpi;321
Puolakanaho;321
Sakko;321
Vataja;321
Björkbacka;320
Hamari;320
Hiironen;320
Johnson;320
Koskenranta;320
Lehtisaari;320
Nordqvist;320
Riihijärvi;320
Hakomäki;319
Järvisalo;319
Schmidt;319
Siimes;319
Talvio;319
Alajoki;318
Arpiainen;318
Jumisko;318
Jyrkinen;318
Kettula;318
Kola;318
Mehto;318
Moisander;318
Nuorala;318
Purola;318
Sand;318
Tiitto;318
Wasenius;318
Hämeenniemi;317
Karila;317
Lanki;317
Maijanen;317
Merinen;317
Parkkari;317
Flyktman;316
Hermunen;316
Hiekkanen;316
Lankila;316
Polojärvi;316
Soppela;316
Säntti;316
Tarvonen;316
Vilmi;316
Ekola;315
Karlström;315
Kuhanen;315
Markus;315
Alhonen;314
Karhinen;314
Kuukkanen;314
Kähäri;314
Meuronen;314
Michelsson;314
Nakari;314
Nurmio;314
Passi;314
Salakari;314
Silvan;314
Soisalo;314
Talvensaari;314
Ylikulju;314
Auer;313
Härö;313
Karjala;313
Laulajainen;313
Majanen;313
Tykkyläinen;313
Marttala;312
Qvist;312
Salli;312
Sarlin;312
Sipari;312
Vesamäki;312
Wahlström;312
Arkko;311
Granström;311
Hellén;311
Kankkonen;311
Kaskela;311
Kutvonen;311
Kyyrö;311
Majander;311
Rouvali;311
Shemeikka;311
Ranta-aho;310
Tapani;310
Tirri;310
Vallenius;310
Åkerblom;310
Lakkala;309
Ohvo;309
Poikkimäki;309
Pyrhönen;309
Raudasoja;309
Renfors;309
Stenström;309
Tattari;309
Vehniäinen;309
Wilkman;309
Anderson;308
Isojärvi;308
Karvanen;308
Kohtamäki;308
Korppi;308
Palmén;308
Salama;308
Tasala;308
Koppanen;307
Kouvo;307
Paappanen;307
Tenkanen;307
Tervala;307
Uuttu;307
Ahlroth;306
Bragge;306
Polvi;306
Suomala;306
Ahlvik;305
Kaipio;305
Kirves;305
Laulumaa;305
Lotvonen;305
Poskiparta;305
Rasila;305
Vihervuori;305
Väärälä;305
Wargh;305
Ahlholm;304
Lampila;304
Tulkki;304
Hasan;303
Hirvensalo;303
Kalpio;303
Rantakangas;303
Villa;303
Haikala;302
Kankaanranta;302
Kenttä;302
Lang;302
Malmivaara;302
Merisalo;302
Vihervaara;302
Aspegren;301
Haaja;301
Hanka;301
Komi;301
Kuusimäki;301
Köngäs;301
Maaninka;301
Mertaniemi;301
Rosvall;301
Saharinen;301
Snickars;301
Svart;301
Färm;300
Kuusiniemi;300
Luusua;300
Patjas;300
Stoor;300
Tuori;300
Wahlsten;300
Barck;299
Björklöf;299
Hietaranta;299
Jensen;299
Jonsson;299
Manelius;299
Ohtamaa;299
Paakkanen;299
Paakkonen;299
Parttimaa;299
Seikkula;299
Streng;299
Häyhä;298
Mäkisalo;298
Pitkäniemi;298
Pouttu;298
Storbacka;298
Backström;297
Burman;297
Byggmästar;297
Dahlqvist;297
Huittinen;297
Isoviita;297
Oikkonen;297
Peräkylä;297
Rikala;297
Yrttiaho;297
Hyppänen;296
Hyypiä;296
Inkiläinen;296
Kaukiainen;296
Marjeta;296
Myyry;296
Pihkala;296
Tapiola;296
Turtinen;296
Tuura;296
Hyyrynen;295
Kemi;295
Saarikivi;295
Tarkka;295
Wilson;295
Jaakkonen;294
Kurri;294
Kuusjärvi;294
Lax;294
Silvasti;294
Stenroth;294
Väkevä;294
Abdullahi;293
Hautaviita;293
Hemming;293
Hostikka;293
Huolman;293
Kauko;293
Kiviluoto;293
Müller;293
Suurnäkki;293
Takkula;293
Tietäväinen;293
Ahtinen;292
Hjelm;292
Juuso;292
Linnanmäki;292
Mustakallio;292
Nuuttila;292
Rasinkangas;292
Sundvall;292
Yusuf;292
Aula;291
Etelämäki;291
Granfors;291
Huhtakangas;291
Kartano;291
Kivikangas;291
Korkeakoski;291
Muotka;291
Rundgren;291
Valle;291
Furu;290
Illman;290
Määttälä;290
Niskakangas;290
Pitkämäki;290
Rautava;290
Sällinen;290
Yrjönen;290
Anttalainen;289
Heikinheimo;289
Heiniö;289
Hermansson;289
Komonen;289
Kukkohovi;289
Känsälä;289
Kärkinen;289
Latvakoski;289
Lemberg;289
Piirto;289
Tuorila;289
Jylkkä;288
Lunden;288
Riihiaho;288
Viiri;288
Viklund;288
Ilmarinen;287
Niittynen;287
Nybacka;287
Säily;287
Toivari;287
Westerback;287
Yliluoma;287
Haka;286
Ojansivu;286
Paavolainen;286
Parkko;286
Pirttinen;286
Vilkko;286
Carlson;285
Leppiniemi;285
Paukkonen;285
Ranua;285
Saikko;285
Taavila;285
Yliniemi;285
Isberg;284
Korkeakangas;284
Myyrä;284
Putkinen;284
Wirtanen;284
Filppula;283
Hallberg;283
Heimo;283
Korhola;283
Mohammadi;283
Parantainen;283
Piilola;283
Riipi;283
Siltakoski;283
Kolmonen;282
Martinmäki;282
Myllylahti;282
Nauha;282
Raitala;282
Rauhamäki;282
Taivainen;282
Toivakka;282
Kara;281
Kiukkonen;281
Renlund;281
Savander;281
Vilmunen;281
Ylänen;281
Enkvist;280
Hopponen;280
Hult;280
Kilkki;280
Lagerström;280
Melander;280
Puusaari;280
Ruotsala;280
Särkijärvi;280
Ylikotila;280
Andelin;279
Nykvist;279
Papunen;279
Pirttikoski;279
Punkari;279
Rahja;279
Talka;279
Kankaala;278
Lehvonen;278
Mukkala;278
Näätänen;278
Puurula;278
Riissanen;278
Salonpää;278
Uusikartano;278
Engberg;277
Haikka;277
Hiukka;277
Jokipii;277
Juurakko;277
Kaarakainen;277
Kautiainen;277
Leppinen;277
Mäkiniemi;277
Nikkonen;277
Pönni;277
Ristilä;277
Sankari;277
Toivo;277
Ylikangas;277
Eilola;276
Hertteli;276
Holttinen;276
Kalmari;276
Luukinen;276
Olkkola;276
Pajukoski;276
Pitkonen;276
Saraste;276
Taimi;276
Gummerus;275
Haukijärvi;275
Heinikoski;275
Kuusi;275
Nironen;275
Parkkali;275
Pimiä;275
Pyrrö;275
Rosenström;275
Runtti;275
Sahlström;275
Turkka;275
Volotinen;275
Wik;275
Aapro;274
Gashi;274
Jaakonsaari;274
Lautamäki;274
Merilä;274
Sokura;274
Svensk;274
Williams;274
Avikainen;273
Bister;273
Halttu;273
Ihanus;273
Kuiri;273
Ronkanen;273
Ryytty;273
Siro;273
Siukola;273
Strandman;273
Haukipuro;272
Marjomaa;272
Muilu;272
Musakka;272
Sulander;272
Sundkvist;272
Airio;271
Granö;271
Hara;271
Koivulahti;271
Korri;271
Lamppu;271
Lipasti;271
Luomanen;271
Mikander;271
Närvä;271
Seilonen;271
Torkkel;271
Tulla;271
Gustavsson;270
Hirviniemi;270
Lemettinen;270
Mankki;270
Paasikivi;270
Qvick;270
Ramstedt;270
Söderblom;270
Turkulainen;270
Vartio;270
Björkell;269
Haukkala;269
Pitkäaho;269
Vilponen;269
Vinni;269
Wright;269
Forstén;268
Hosio;268
Huumonen;268
Kejonen;268
Malmsten;268
Natri;268
Puukko;268
Saarenmaa;268
Sneck;268
Tolkki;268
Tulokas;268
Tunturi;268
Vahtola;268
Wester;268
Hacklin;267
Huttula;267
Hästbacka;267
Junnola;267
Kortesoja;267
Muona;267
Muuri;267
Pannula;267
Pauna;267
Vehkaoja;267
Viholainen;267
Brown;266
Ehrnrooth;266
Halla-aho;266
Isometsä;266
Moisala;266
Paakkola;266
Rajakangas;266
Suortti;266
Särkiniemi;266
Tetri;266
Ahlroos;265
Hälinen;265
Hällfors;265
Knaapi;265
Lalli;265
Muurimäki;265
Rasilainen;265
Tervola;265
Varpula;265
Wegelius;265
Härmälä;264
Ikkala;264
Isohanni;264
Kesseli;264
Merikanto;264
Mylly;264
Parpala;264
Pigg;264
Suopanki;264
Vesikko;264
Wikberg;264
Katajainen;263
Kupila;263
Merta;263
Paukkeri;263
Pöyhtäri;263
Saira;263
Salmelin;263
Silvast;263
Pyyhtiä;262
Päiväniemi;262
Rontti;262
Ruokola;262
Selander;262
Vuorma;262
Vähätiitto;262
Wiberg;262
Ahvenjärvi;261
Kuortti;261
Lintala;261
Peuraniemi;261
Savilaakso;261
Sohlberg;261
Suokko;261
Vierula;261
Hedberg;260
Huikari;260
Huuki;260
Juurinen;260
Mentula;260
Mustakangas;260
Niskasaari;260
Näsman;260
Pitkäkangas;260
Taina;260
Tervamäki;260
Ekroos;259
Haiko;259
Jyrinki;259
Kajan;259
Keurulainen;259
Maunuksela;259
Patama;259
Rankinen;259
Tala;259
Tuohino;259
Grönman;258
Peuhkuri;258
Tuikkanen;258
Hauru;257
Hirn;257
Muukka;257
Mykrä;257
Ojajärvi;257
Paulamäki;257
Salojärvi;257
Ylimartimo;257
Abrahamsson;256
Arvela;256
Heiskala;256
Jokimies;256
Jurvakainen;256
Kivilompolo;256
Lakanen;256
Lohtander;256
Lokka;256
Loukusa;256
Nurro;256
Poikola;256
Ylisirniö;256
Ekblom;255
Hammarberg;255
Höök;255
Kaattari;255
Kesänen;255
Laisi;255
Puhakainen;255
Uusimaa;255
Herttuainen;254
Hälikkä;254
Murtola;254
Nuutila;254
Pere;254
Pyhäjärvi;254
Pyysalo;254
Tarkkonen;254
Yildirim;254
Borgström;253
Holkko;253
Juva;253
Karén;253
Kesäläinen;253
Korkka;253
Kuivala;253
Kuusijärvi;253
Lampén;253
Myntti;253
Pirttilahti;253
Puuronen;253
Villikka;253
Aden;252
Brusila;252
Nokkala;252
Näveri;252
Silfverberg;252
Ulvinen;252
Wikholm;252
Happo;251
Härkänen;251
Kalliosaari;251
Katajala;251
Keskimäki;251
Kiminki;251
Marila;251
Rajahalme;251
Rasku;251
Rovio;251
Saariaho;251
Termonen;251
Uusitupa;251
Grandell;250
Hirvinen;250
Kononen;250
Nätynki;250
Rautiola;250
Siikanen;250
Tofferi;250
Viita-aho;250
Vikki;250
Haavikko;249
Kerkelä;249
Kojola;249
Kosamo;249
Louko;249
Marjala;249
Nisonen;249
Pentinmäki;249
Tavi;249
Aunola;248
Hirvasniemi;248
Huhtaniemi;248
Kaarto;248
Kaiponen;248
Kiema;248
Kontunen;248
Kristo;248
Kuivamäki;248
Leander;248
Leimu;248
Levander;248
Nopanen;248
Pelander;248
Rajalin;248
Tähkänen;248
Uljas;248
Hall;247
Haltia;247
Haveri;247
Herlevi;247
Kelkka;247
Kouva;247
Nikka;247
Nukarinen;247
Pylväs;247
Roukala;247
Sahi;247
Torkko;247
Tähkäpää;247
Vehmaa;247
Ansamaa;246
Föhr;246
Isosaari;246
Jukkola;246
Kalliomaa;246
Loisa;246
Lähteinen;246
Nerg;246
Päätalo;246
Romu;246
Rättö;246
Vuohelainen;246
Väätänen;246
Waris;246
Haga;245
Lammassaari;245
Lassfolk;245
Nikola;245
Nordgren;245
Pohto;245
Vuorimaa;245
Wall;245
Haara;244
Kimpimäki;244
Kirvesmäki;244
Kokkarinen;244
Kotka;244
Kouri;244
Lautiainen;244
Lipiäinen;244
Meri;244
Nurkka;244
Parjanen;244
Partio;244
Pöysä;244
Simanainen;244
Vähänen;244
Alava;243
Janatuinen;243
Kaarna;243
Kaplas;243
Kärppä;243
Liuski;243
Mustola;243
Pöyskö;243
Risto;243
Räinä;243
Saukonoja;243
Skogster;243
Suvinen;243
Talonpoika;243
Tauru;243
Torkkola;243
Vihanto;243
Värri;243
Bergqvist;242
Ekblad;242
Johnsson;242
Kaitila;242
Käsmä;242
Latvanen;242
Lehmuskoski;242
Lius;242
Mämmelä;242
Palmunen;242
Pihlman;242
Prittinen;242
Rinta;242
Sikala;242
Esko;241
Hautajärvi;241
Hienonen;241
Jokikokko;241
Klinga;241
Käkönen;241
Kärkäs;241
Niemonen;241
Näsänen;241
Sandqvist;241
Eteläaho;240
Höyhtyä;240
Kainu;240
Kaljunen;240
Kavander;240
Kivivuori;240
Käpylä;240
Malo;240
Martti;240
Niukkanen;240
Saalasti;240
Stenlund;240
Talikka;240
Vaskelainen;240
Viikari;240
Vuollet;240
Ypyä;240
Greus;239
Haukilahti;239
Kälviäinen;239
Lohiniva;239
Markkola;239
Pokka;239
Raiski;239
Tötterman;239
Vikstedt;239
Wallius;239
Eeva;238
Hiitola;238
Joona;238
Laurinen;238
Matila;238
Maula;238
Muinonen;238
Rahikkala;238
Rauta;238
Satta;238
Still;238
Tiira;238
Tiirola;238
Ylätalo;238
Autti;237
Berghäll;237
Hannola;237
Hiipakka;237
Honkavaara;237
Hosionaho;237
Hottinen;237
Koukkula;237
Kyngäs;237
Lumiaho;237
Rahman;237
Storm;237
Tuoriniemi;237
Virnes;237
Allén;236
Haatanen;236
Ilmanen;236
Kontro;236
Känkänen;236
Lihavainen;236
Pukkinen;236
Riippi;236
Saarto;236
Taivassalo;236
Wickholm;236
Hallikas;235
Havu;235
Häkämies;235
Kattainen;235
Kivisaari;235
Lasanen;235
Li;235
Liinamaa;235
Lindahl;235
Mönttinen;235
Olsen;235
Pasi;235
Pulakka;235
Tella;235
Tervakangas;235
Yrjänheikki;235
Åstrand;235
Ampuja;234
Jormalainen;234
Karvo;234
Laitamäki;234
Ora;234
Pitko;234
Sova;234
Spets;234
Tarkkanen;234
Tuokkola;234
Turku;234
Tuuliainen;234
Vartia;234
Vierelä;234
Hanhinen;233
Kangasvieri;233
Lahdelma;233
Teppola;233
Wallén;233
Bergroth;232
Hasanen;232
Helkiö;232
Jääskelä;232
Kivikko;232
Konu;232
Kuningas;232
Kuoppamäki;232
Kyynäräinen;232
Mämmi;232
Savioja;232
Silver;232
Sunnari;232
Tuomisalo;232
Espo;231
Forsén;231
Hallamaa;231
Ketomäki;231
Kiuttu;231
Koukku;231
Merkkiniemi;231
Muuronen;231
Noronen;231
Pajukangas;231
Pennala;231
Sakki;231
Santamäki;231
Vuokko;231
Wirén;231
Albrecht;230
Honkamäki;230
Huoponen;230
Juvakka;230
Järvimäki;230
Kerman;230
Koppinen;230
Kytönen;230
Lenkkeri;230
Lillqvist;230
Lohikoski;230
Lönn;230
Rautakorpi;230
Ruha;230
Stenbacka;230
Vainonen;230
Inkala;229
Jones;229
Kyrölä;229
Martikkala;229
Paso;229
Railo;229
Santalahti;229
Sundblom;229
Suopajärvi;229
Tarnanen;229
Tervahauta;229
Tiala;229
Tuupanen;229
Tynjälä;229
Vedenpää;229
Ekqvist;228
Fingerroos;228
Gardemeister;228
Kesälä;228
Naski;228
